id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33744341,Trendy white duplex apartment in the city centre,211790109,Yaya,,Amandus - Atheneum,51.22057,4.41927,Entire home/apt,48,2,92,2020-01-30,3.35,3,318
33800807,ZEN apartment,27585607,Christel,,Amandus - Atheneum,51.22359,4.42224,Entire home/apt,59,2,63,2021-05-09,2.31,3,349
33804865,"Helmstraat, vlakbij winkels, station, centrum,",255228704,Farah,,Borgerhout Intra Muros Noord,51.21792,4.43636,Entire home/apt,45,2,24,2020-03-02,0.88,2,0
33814501,"Goedkoopste woning in Antwerpen, vlakbij station",255228704,Farah,,Borgerhout Intra Muros Noord,51.21792,4.43636,Entire home/apt,45,2,7,2019-11-17,0.28,2,0
33905456,stylish studio in a former trophy factory,18964565,Charlotte,,Borgerhout Intra Muros Zuid,51.21186,4.43998,Entire home/apt,50,1,67,2021-06-04,2.46,1,60
33946718,Uniek appartement met tuin in de stad!,14917980,Barbara,,Harmonie,51.2095,4.40538,Entire home/apt,91,2,19,2020-07-21,0.78,1,291
33958130,Duplex Standard Apartment - Antwerpen,244272948,Arass Hotel***& Business Flats,,Centraal Station,51.21039,4.42708,Hotel room,77,1,1,2019-05-04,0.04,10,365
34054200,"Coronaproof stay, close to city center",23350766,Johan,,Borgerhout Intra Muros Noord,51.21523,4.43384,Private room,41,1,62,2019-10-17,2.30,2,137
34227229,Royal Appartementen Antwerpen,258404810,Mert,,Stuivenberg,51.22046,4.43002,Entire home/apt,60,3,1,2019-05-05,0.04,4,365
34247392,Royal appartementen,258404810,Mert,,Stuivenberg,51.22179,4.42888,Entire home/apt,75,3,1,2019-10-21,0.05,4,365
34249814,202、Antwerp central station's charming apartment,52106350,Jackie,,Amandus - Atheneum,51.21901,4.42465,Entire home/apt,150,2,27,2019-12-26,1.15,5,162
34264095,"A spacious, renovated appartment!",162427935,Nalini,,Brederode,51.20636,4.39672,Private room,40,2,5,2019-05-28,0.21,1,31
34282466,Royal apprtements anvers,258404810,Mert,,Stuivenberg,51.22257,4.42906,Entire home/apt,60,3,1,2019-05-05,0.04,4,365
34294000,Penthouse@ThePark,258917576,Jan,,Borgerhout Extra Muros,51.21899,4.45437,Entire home/apt,57,3,50,2020-01-12,1.89,1,68
34309044,"Feel home in Antwerp, 5-star location + view",182678477,Driss,,Theaterbuurt-Meir,51.21322,4.4092,Entire home/apt,74,1,33,2021-02-13,1.25,8,340
34330577,Quiet & cozy appartement in the HEART of the city!,69060903,Camilla,,Historisch Centrum,51.22258,4.40126,Entire home/apt,52,2,72,2020-02-20,3.99,1,7
34356118,Penthouse of medieval home with rooftop terrace,40206364,Eva & Mark,,Historisch Centrum,51.22018,4.40271,Entire home/apt,89,2,71,2021-04-17,2.84,1,243
34418859,Bright and modern studio apartment.,66219121,Anke,,Kiel,51.1867,4.38898,Entire home/apt,42,6,10,2021-04-17,0.52,1,238
34433727,Royal appartements,258404810,Mert,,Stuivenberg,51.22217,4.42981,Entire home/apt,60,3,1,2019-05-27,0.04,4,365
34522632,Tweepersoonskamer voor single gebruik,216540655,Corbie Hotels,,Historisch Centrum,51.21915,4.40169,Hotel room,88,1,0,,,1,365
34621717,"Spacious apartment with garden, South of Antwerp",23540290,Sofie,,Markgrave,51.19893,4.40269,Entire home/apt,62,2,28,2019-09-29,1.12,1,12
34649600,Trendy spacious white central city studio for4,211790109,Yaya,,Amandus - Atheneum,51.22083,4.41877,Entire home/apt,75,3,82,2021-05-30,3.22,3,305
34664955,Luxe appartement in old theatre with huge terras,70552738,Michael,,Historisch Centrum,51.2263,4.40264,Entire home/apt,197,1,13,2021-05-14,0.58,1,90
34706153,Penthouse in Antwerp city center,261770331,Guy & Inge,,Harmonie,51.20993,4.40588,Entire home/apt,205,2,18,2019-12-30,0.75,1,106
34729342,Herenhuis gelijkvloers met tuin op het zuid,125046836,Dana,,Nieuw - Zuid,51.20451,4.38846,Private room,35,2,18,2021-07-08,0.74,3,350
34732089,Herenhuis met tuin zuid Antwerpen,125046836,Dana,,Zuid,51.20663,4.38923,Private room,50,1,1,2021-02-27,0.21,3,160
34807446,LOFT in Antwerp - bright 140m2 space,262422424,Frédérique,,Centraal Station,51.21381,4.42585,Entire home/apt,120,2,5,2021-02-14,1.88,1,179
34836818,BLITZ 201. Luxury suite Central Station,164785246,Nick,,Centraal Station,51.2176,4.41979,Entire home/apt,63,1,86,2020-03-09,3.28,6,72
34851379,Most cosy little house,257743843,Linde,,Stuivenberg,51.22338,4.42773,Entire home/apt,100,1,7,2019-12-22,0.27,1,173
34866043,BLITZ 202. Luxury suite Central Station,164785246,Nick,,Centraal Station,51.21744,4.41999,Entire home/apt,59,1,79,2021-01-14,3.01,6,48
34879418,Gehele verdieping met eigen badkamer in herenhuis,9526330,Hans,,Borgerhout Intra Muros Noord,51.21726,4.43398,Entire home/apt,59,2,24,2019-10-21,0.94,1,26
34904214,Modernistisch huis op fietsafstand van  Antwerpen,5747798,Anne,,Hoboken - Noord,51.17918,4.35532,Entire home/apt,150,2,4,2019-07-04,0.15,1,49
34925546,Amazing  luxury 3bd apt with panoramic city view;,8109150,Hila,,Markgrave,51.19512,4.41095,Entire home/apt,80,2,1,2020-01-05,0.05,1,0
35037522,A small place to sleep in the heart of Antwerp.,46342839,Mari,,Brederode,51.20557,4.40253,Private room,25,2,19,2021-07-06,0.87,3,338
35052955,BLITZ 301. Luxury suite Central Station,164785246,Nick,,Centraal Station,51.21804,4.41951,Entire home/apt,56,1,62,2021-07-15,2.38,6,81
35061198,Unieke woning in het historisch stadscentrum,162124474,Hans,,Historisch Centrum,51.22484,4.39889,Entire home/apt,250,2,40,2021-06-20,1.57,1,209
35063134,Spacious house/free parking/terrace/well located,55289516,Bart,,Deurne Zuid West,51.20481,4.46219,Entire home/apt,49,30,1,2019-07-11,0.04,1,199
35063828,Slow traffic/ nicest street in town,16832212,Dirk,,Brederode,51.20263,4.39847,Entire home/apt,99,3,0,,,1,83
35076535,antwerpen kiel,172370317,Akar,,Hoboken - Noord,51.18657,4.37473,Entire home/apt,62,4,1,2019-06-06,0.04,2,365
35086421,Overnachten in rust en toch dicht bij de stad.,264298940,Danielle,,Deurne Dorp - Gallifort,51.22357,4.47399,Private room,40,1,58,2020-01-26,2.25,1,52
35106543,3-bedroom apartment in centre of Antwerp,264440567,Henry,,Kiel,51.18837,4.37465,Entire home/apt,119,14,0,,,8,179
35121718,Royal Academy Suite,15780894,Simon,,Universiteitsbuurt,51.22151,4.40619,Private room,45,1,112,2020-09-07,4.31,10,34
35178948,BLITZ 401. Luxury suite Central Station,164785246,Nick,,Centraal Station,51.21804,4.41951,Entire home/apt,63,1,94,2020-11-02,3.79,6,68
35191921,BLITZ 302. Luxury suite Central Station,164785246,Nick,,Centraal Station,51.21753,4.4199,Entire home/apt,57,1,87,2019-10-01,3.40,6,58
35193106,BLITZ 402. Luxury Superior Suite Central Station,164785246,Nick,,Centraal Station,51.21735,4.41843,Entire home/apt,63,1,65,2021-03-11,2.55,6,41
35206126,Trendy zuid antwerpen,71069353,Murat,,Zuid,51.20752,4.38712,Entire home/apt,220,4,0,,,1,365
35218442,"Lovely, central app w/ a sunny terrace, incl bike!",7269300,Melissa,,Amandus - Atheneum,51.21904,4.42858,Entire home/apt,70,2,9,2020-01-01,0.36,1,0
35226714,Stijlvol logeren in Antwerpen,215669270,Vanessa,,Harmonie,51.20609,4.40908,Entire home/apt,80,2,3,2019-09-30,0.12,2,0
35227376,South historic center Antwerpen zuid 2p apartment,265233453,Brigitte,,Brederode,51.20727,4.39897,Entire home/apt,50,7,6,2021-01-02,0.25,1,86
35244357,App vlakbij openbaar vervoer &alles op loopafstand,265349617,Sedef,,Kiel,51.19291,4.37972,Private room,70,1,2,2019-07-02,0.08,1,179
35246295,Stijlvol verblijven in Antwerpen,215669270,Vanessa,,Stadspark,51.20619,4.41078,Entire home/apt,100,2,2,2019-09-29,0.08,2,0
35246397,Center of Antwerp,92046535,Jerry,,Amandus - Atheneum,51.22515,4.41869,Private room,33,1,20,2019-12-08,0.80,1,76
35297542,Bright apartment in Antwerp on Dageraadplaats,12228992,Isis,,Zurenborg,51.20654,4.43096,Entire home/apt,75,2,7,2019-07-15,0.28,1,4
35303380,"Enjoy Antwerp, stay in a charming apartment!",175212893,Sanaz,,Markgrave,51.19494,4.411,Entire home/apt,40,2,76,2021-03-19,2.95,2,0
35312060,Cosy place in south district for 2 to 4 people!,208159189,Charly,,Zuid,51.20667,4.38873,Entire home/apt,71,2,15,2019-07-08,0.59,2,0
35328212,Spacious room next to central station of Antwerp,181853803,Mao-Ming,,Deurne Zuid West,51.20948,4.46174,Private room,32,30,10,2019-07-08,0.41,4,210
35361130,"Cosy appartement in de trendy wijk ""Het Eilandje""",264997545,Joost,,Eilandje,51.23193,4.41277,Entire home/apt,139,1,4,2019-08-01,0.16,2,81
35366436,Duplex apartment. Beautiful view. kingsize bed!,90573434,Jef,,Eilandje,51.23266,4.41182,Entire home/apt,65,14,19,2019-07-14,0.78,2,41
35379310,"Paz, conforto e tranquilidade tranquilidade",265837980,Leudimar,,Deurne Zuid West,51.21017,4.45431,Private room,60,1,1,2019-06-06,0.04,1,365
35419492,"Hartje Antwerpen, stijlvol en gezellig",266567119,Ying,,Historisch Centrum,51.22113,4.40194,Entire home/apt,81,1,113,2021-07-07,4.47,1,286
35441361,Meir Lodge. Apartment Heart of Antwerp L1,165436938,Elisabeth,,Theaterbuurt-Meir,51.21968,4.40765,Entire home/apt,60,1,45,2020-09-19,2.14,45,331
35507561,19th c house private parking near Central Station,22144864,Greet,,Amandus - Atheneum,51.21875,4.42936,Entire home/apt,200,2,2,2019-09-01,0.08,2,271
35507682,Cozy room in the center of Antwerp,4915785,Federica,,Universiteitsbuurt,51.22118,4.41066,Private room,45,1,0,,,2,179
35538073,Shared appartement.,151274831,Mario,,Linkeroever,51.21856,4.36412,Private room,90,2,21,2020-07-30,0.83,2,179
35569947,Cosy and Stylish LOFT near the city center,60026542,Julie,,Amandus - Atheneum,51.22797,4.41605,Entire home/apt,70,2,108,2020-02-07,4.35,1,7
35570914,"Spacious, bright & comfortable !",267631872,Evi,,Eilandje,51.23214,4.40443,Entire home/apt,179,3,18,2019-08-26,0.75,1,89
35570923,Cosy appartement op trendy Zuid.,80223634,Silke,,Zuid,51.21188,4.39585,Entire home/apt,60,2,28,2019-07-17,1.16,1,302
35570936,Sunset View Lodge in the Center of Antwerp,165436938,Elisabeth,,Centraal Station,51.21878,4.41645,Entire home/apt,60,1,49,2020-02-19,1.95,45,355
35593349,Spacious and private entertaining home,43185160,Yan,,Brederode,51.2049,4.39784,Entire home/apt,182,2,53,2019-11-01,2.18,4,48
35602722,New!!! Modern and trendy apartment in city center.,267848896,Dietrich,,Zuid,51.20855,4.39965,Entire home/apt,180,4,10,2019-11-23,0.46,2,0
35633180,Charming and spacious apartment with sunny terrace,147701563,Jozefien,,Amandus - Atheneum,51.21998,4.42847,Entire home/apt,75,3,5,2019-07-29,0.20,1,0
35726397,gelijkvloersappartement met tuin in rustige straat,268522143,Georges,,Kiel,51.18204,4.38591,Entire home/apt,70,3,3,2019-07-06,0.12,1,199
35736331,Sint Jan 6,127787502,Olena,,Amandus - Atheneum,51.22397,4.41768,Entire home/apt,102,1,3,2021-06-03,0.42,19,351
35764620,masionente,127787502,Olena,,Amandus - Atheneum,51.22423,4.41756,Entire home/apt,106,1,29,2019-09-09,1.20,19,339
35779920,Spacious & modern apartment in Antwerp's centre,267558707,Adil,,Theaterbuurt-Meir,51.21569,4.41163,Entire home/apt,102,1,41,2019-12-09,1.62,1,157
35782205,2-bedroom apartment for 5 ppl in 2100 Antwerpen,264440567,Henry,,Deurne Noord,51.22608,4.45526,Entire home/apt,119,14,0,,,8,364
35800771,Centrum Antwerp Apartment 50m,138107464,Polina,,Historisch Centrum,51.21817,4.40054,Entire home/apt,47,1,3,2021-07-18,3,1,1
35906015,Superior Light House. Centre of Antwerp 2,165436938,Elisabeth,,Historisch Centrum,51.22308,4.40194,Entire home/apt,60,1,52,2019-11-16,2.08,45,320
35924615,1-bedroom apartment 2 minutes from Central station,264440567,Henry,,Centraal Station,51.21079,4.42139,Entire home/apt,61,14,0,,,8,364
35926127,2-bedroom apartment 5 ppl in 2100 Antwerpen,264440567,Henry,,Deurne Noord,51.2316,4.44465,Entire home/apt,99,14,0,,,8,364
35968415,Meir Lodge. Apartment in Antwerp 2L,165436938,Elisabeth,,Theaterbuurt-Meir,51.21888,4.40737,Entire home/apt,60,1,52,2020-08-19,2.11,45,333
35994544,Room,101160374,Valeria,,Amandus - Atheneum,51.22568,4.41971,Private room,25,25,0,,,1,363
35996665,Meir Lodge. Apartment in Centre of Antwerp 2R,165436938,Elisabeth,,Theaterbuurt-Meir,51.21949,4.40725,Entire home/apt,60,1,35,2020-03-02,1.40,45,342
35997401,Meir Lodge. Apartment Central Antwerp 3L,165436938,Elisabeth,,Theaterbuurt-Meir,51.21957,4.40716,Entire home/apt,60,1,31,2019-12-10,1.27,45,332
36000589,Superior Light House Apartment Centre of Antwerp 1,165436938,Elisabeth,,Historisch Centrum,51.22291,4.40311,Entire home/apt,60,1,76,2020-02-21,3.77,45,328
36016441,The Red Monkey,270964935,Liselore,,Sint-Andries,51.21419,4.40013,Entire home/apt,105,1,14,2021-05-22,0.63,10,312
36020300,The Blue Parrot,270964935,Liselore,,Sint-Andries,51.21419,4.40013,Entire home/apt,94,1,12,2019-12-22,0.49,10,335
36029902,The Light Blue Parrot,270964935,Liselore,,Sint-Andries,51.21419,4.40013,Entire home/apt,94,1,34,2020-03-08,1.40,10,342
36031281,The Pink Pigeon,270964935,Liselore,,Sint-Andries,51.21419,4.40013,Entire home/apt,156,1,26,2019-10-21,1.06,10,355
36060782,Sunny cityflat Dageraad/Zurenborg bn 2 stations,222228669,Jean-Pierre,,Zurenborg,51.20648,4.42623,Entire home/apt,60,5,10,2020-01-03,0.41,1,37
36068325,Spacious bright appartement with harbour view.,148956742,Sarah,,Eilandje,51.23445,4.41418,Entire home/apt,75,14,20,2020-03-09,0.82,1,56
36078330,Peacefull room with window in the centre Antwerpen,271323164,Adriano,,Deurne Zuid West,51.2106,4.45444,Private room,30,1,4,2019-08-19,0.19,1,364
36086423,"Cozy apartment in the trendy area ""Het Eilandje""",264997545,Joost,,Historisch Centrum,51.21828,4.40348,Entire home/apt,139,1,3,2021-05-23,0.14,2,89
36093482,Park spoor Noord,110933932,Françoise,,Stuivenberg,51.2289,4.42854,Entire home/apt,200,2,4,2019-12-26,0.24,2,88
36098300,The Red With Pearls,270964935,Liselore,,Theaterbuurt-Meir,51.21462,4.40324,Entire home/apt,79,1,27,2020-03-02,1.23,10,349
36099404,Penth-house Apartment in the Centre of Antwerp,165436938,Elisabeth,,Universiteitsbuurt,51.2205,4.41043,Entire home/apt,60,1,68,2021-01-10,3.15,45,338
36099494,The Black Pants,270964935,Liselore,,Theaterbuurt-Meir,51.21462,4.40324,Entire home/apt,139,1,10,2020-03-09,0.42,10,350
36102951,Lily Apartment in the Centre of Antwerp,165436938,Elisabeth,,Theaterbuurt-Meir,51.21937,4.41091,Entire home/apt,60,1,22,2019-08-12,1.04,45,347
36106533,130sqm house + 20sqm terrace + free parking,271595247,Jean And Karolien,,Borgerhout Intra Muros Noord,51.22148,4.44086,Entire home/apt,90,1,58,2020-10-18,2.38,1,328
36161820,Cozy appartement near the city center of Antwerp,267361556,Alona,,Deurne Noord,51.23118,4.46357,Entire home/apt,68,3,3,2019-08-05,3,1,25
36195542,City trip Antwerp - Summer in Belgium,229286450,Veronique,,Middelheim,51.18901,4.39589,Entire home/apt,40,2,19,2021-04-24,0.79,1,313
36220043,Fabulous studio at 100 meter from central station,208300147,Gert & Sjack,,Amandus - Atheneum,51.22184,4.42093,Entire home/apt,55,2,139,2021-01-06,5.64,1,278
36253626,3 bedroom apartment in the centre of Antwerp,264440567,Henry,,Kiel,51.18817,4.37487,Entire home/apt,119,14,0,,,8,364
36267001,"Flat with a cat + 2terraces, 400m Central station",7501054,Niomi,,Amandus - Atheneum,51.22137,4.42156,Entire home/apt,65,7,8,2019-11-27,0.34,1,82
36278065,"Beautiful house: 2 bedrooms
Everywhere fast by car",232962937,Julie,,Wilrijk Centrum,51.16435,4.38685,Private room,100,1,2,2019-09-22,0.09,3,0
36303786,The Suit,270964935,Liselore,,Theaterbuurt-Meir,51.21462,4.40324,Entire home/apt,139,1,11,2020-02-12,0.47,10,356
36309287,"Studio: City Center, Botanical Garden, Parking",273021773,Patrick,,Theaterbuurt-Meir,51.21328,4.40813,Entire home/apt,47,2,25,2019-09-08,1.02,1,173
36350823,Modern Industrial Designed appartment,46690724,Winggo,,Amandus - Atheneum,51.22091,4.42043,Entire home/apt,79,2,5,2020-03-16,0.23,1,364
36422080,Art Deco Suite,15780894,Simon,,Universiteitsbuurt,51.22171,4.40644,Private room,54,1,111,2020-01-16,4.68,10,27
36433061,Cosy room in cohousing house 3th floor,189196082,Bart,,Amandus - Atheneum,51.21822,4.43042,Private room,35,2,11,2019-12-15,0.51,5,0
36444570,",.. Bright room in historic house (city_ centre)",7034290,Kwinten,,Historisch Centrum,51.22352,4.40371,Private room,28,2,9,2021-03-26,9,3,81
36463785,Spacious light room in the heart of Antwerp,274159140,Linda,,Centraal Station,51.21309,4.4168,Private room,60,1,10,2021-02-14,0.41,2,147
36464525,Spacious room in the heart of Antwerp,274159140,Linda,,Centraal Station,51.21293,4.41909,Private room,65,2,36,2019-08-13,1.48,2,334
36469302,Bright and Green fully equiped Garden apartment,41812074,Sem,,Stuivenberg,51.21841,4.43081,Entire home/apt,68,1,25,2019-09-04,1.02,1,22
36494577,"New, big appartement classy strategic location",157525654,Michèle,,Stadspark,51.20614,4.41136,Entire home/apt,59,3,35,2019-10-13,1.55,1,280
36499599,Luxury big apartment in city center of Antwerp!,274427263,Sorenco,,Theaterbuurt-Meir,51.21683,4.40421,Entire home/apt,125,2,1,2019-09-10,0.04,2,320
36503455,Roomy and light city house 15 min from city centre,14494301,Jan,,Deurne Noord,51.23411,4.44565,Entire home/apt,95,1,34,2020-01-05,1.44,1,350
36520988,Trendy & Spacious appartement with Terras (SW),4664027,Zuzanna,,Markgrave,51.20204,4.40466,Entire home/apt,75,2,5,2021-07-04,0.21,1,25
36612160,Long term rent appartment,16824272,John,,Groenenhoek,51.20218,4.44297,Entire home/apt,40,90,0,,,1,90
36660088,Cozy bright apartment in the heart of Antwerp,27046365,Chiara,,Historisch Centrum,51.22156,4.39795,Private room,55,2,3,2020-03-08,0.14,1,46
36667763,The Card Room Green Studio,270964935,Liselore,,Theaterbuurt-Meir,51.21346,4.40891,Entire home/apt,79,1,35,2019-10-21,1.44,10,340
36671122,Quiet mini studio in row house near Sportpaleis,96769191,Vanessa,,Deurne Noord,51.22574,4.45318,Private room,42,1,22,2019-08-23,0.90,1,321
36687566,Cosy bright app with big terrace citycentre,21410548,Dalilah,,Historisch Centrum,51.22163,4.39841,Entire home/apt,65,10,0,,,1,89
36712035,basic room in cohousing-house 3th floor,189196082,Bart,,Borgerhout Intra Muros Noord,51.21747,4.43159,Private room,25,2,7,2020-03-15,0.40,5,1
36862676,Top flat + FREE PARKING @ Antwerp Old Town,43247005,Rebecca,,Historisch Centrum,51.21994,4.39984,Entire home/apt,53,1,39,2020-01-07,1.65,15,347
36870874,Cosy authentic appartement in the heart of Antwerp,5687914,Irina,,Historisch Centrum,51.21924,4.397,Entire home/apt,65,2,23,2021-04-05,0.97,1,194
36896761,Hotel Flox,277313438,Fardin,,Centraal Station,51.21908,4.42013,Hotel room,79,1,3,2020-07-27,0.15,3,192
36904085,Luxury appartment in the heart of vibrant Antwerp,84482862,Philippe,,Brederode,51.20709,4.39723,Entire home/apt,164,1,3,2020-02-26,0.14,1,180
36937227,Ground floor apartment with bath,277645495,Daily,,Sint-Andries,51.21462,4.39915,Entire home/apt,69,1,3,2021-06-30,1.05,8,63
36953202,Charmante woning met privé tuin,271949304,Behnaz,,Groenenhoek,51.1932,4.44038,Entire home/apt,140,3,1,2020-01-02,0.05,1,83
36961012,Studio style apartment with kitchenette,277645495,Daily,,Sint-Andries,51.21349,4.40069,Entire home/apt,69,1,6,2021-05-30,0.52,8,82
36962484,Apartment in the City Center with kitchenette,277645495,Daily,,Sint-Andries,51.21481,4.39927,Entire home/apt,69,1,10,2021-05-27,0.81,8,82
36963032,Studio style apartment in Antwerp City center,277645495,Daily,,Sint-Andries,51.21365,4.39903,Entire home/apt,69,1,2,2020-08-20,0.18,8,86
36963744,Cathedral view studio apartment,277645495,Daily,,Historisch Centrum,51.22056,4.40143,Entire home/apt,73,1,24,2021-03-25,1.78,8,59
36964013,Cathedral view tripple floor apartement,277645495,Daily,,Historisch Centrum,51.22174,4.40149,Entire home/apt,76,1,21,2021-01-29,1.76,8,49
36991355,"Bnb Middelheim, groen en toch vlakbij de stad",2903565,Helga,,Middelheim,51.17629,4.41807,Private room,44,1,21,2020-02-01,0.90,1,4
37000679,Awesome 2 BDR flat @ Antwerp hotspot! Free Wifi!,43247005,Rebecca,,Theaterbuurt-Meir,51.2193,4.40845,Entire home/apt,60,1,21,2021-01-17,0.93,15,305
37025979,industrial nightlife loft,99239565,Ralph,,Sint-Andries,51.21593,4.40118,Entire home/apt,121,3,4,2020-08-08,0.17,2,13
37028613,nightlife loft room,99239565,Ralph,,Sint-Andries,51.21754,4.39964,Private room,60,1,32,2019-09-28,1.48,2,40
37055636,Light flat @ Antwerp hotspot + Free WiFi!,43247005,Rebecca,,Historisch Centrum,51.21985,4.39995,Entire home/apt,64,1,19,2021-07-10,0.83,15,360
37067190,Single guest room in charming appartment @ Berchem,278642357,Elien,,Oud - Berchem,51.19829,4.42003,Private room,22,1,0,,,1,14
37075567,Hotel Flox in hartje van Antwerpen,277313438,Fardin,,Historisch Centrum,51.2203,4.40341,Private room,79,1,1,2020-01-04,0.05,3,363
37082750,Comfy room 1 person,278923414,Dragutinovic,,Nieuw - Kwartier Oost,51.18008,4.43835,Private room,30,1,20,2021-04-09,0.88,1,365
37090123,Theatre Lodge. Luxury Apartment Heart of Antwerp,165436938,Elisabeth,,Theaterbuurt-Meir,51.21517,4.40922,Entire home/apt,60,1,76,2019-11-26,3.19,45,319
37090780,Hospitable,278983959,Omer,,Brederode,51.20316,4.39228,Entire home/apt,70,1,1,2019-08-13,0.04,1,2
37104895,Cathedral Triplex Loft. In Heart of Antwerp,165436938,Elisabeth,,Historisch Centrum,51.21946,4.39981,Entire home/apt,60,1,35,2021-05-19,1.60,45,279
37131462,"Studio Centraal Station,Stads Park",228522778,Olena,,Stadspark,51.20934,4.41864,Entire home/apt,60,2,2,2020-01-01,0.10,3,0
37148200,Cosy studio nearby Central Station,174184833,Bram,,Amandus - Atheneum,51.21795,4.42972,Entire home/apt,39,1,6,2021-01-31,0.51,1,205
37150608,Gezellig appartement,279448956,Gaetane,,Middelheim,51.18453,4.3919,Entire home/apt,60,1,41,2020-09-30,1.92,1,75
37196706,Bright Room in Antwerpen Berchem,73380435,Zehra-Viktoria,,Nieuw - Kwartier Oost,51.19287,4.43452,Private room,12,5,0,,,2,14
37200727,The India Yellow Studio,270964935,Liselore,,Theaterbuurt-Meir,51.21346,4.40891,Entire home/apt,69,1,7,2020-11-01,0.58,10,252
37222413,Apartment near Sportpaleis/Lotto Arena,280257990,Evi,,Oud - Merksem,51.24009,4.43972,Private room,58,1,7,2019-11-05,0.30,1,336
37277303,Antwerp Historic City Centre Quiet Street (LW20),248149473,Christiane,,Historisch Centrum,51.2185,4.39925,Entire home/apt,95,1,10,2021-06-28,0.61,6,71
37289326,Trendy Art Nouveau apartment near station & centre,211790109,Yaya,,Zurenborg,51.20801,4.43221,Entire home/apt,49,14,55,2019-09-26,2.32,3,327
37472787,Private room & living room in Artist house Antwerp,8252758,Thomas,,Borgerhout Intra Muros Zuid,51.21172,4.43271,Private room,47,2,11,2021-02-21,0.47,2,178
37475845,Sleeping on the Leftbank of Antwerp,108458311,Tinneke,,Linkeroever,51.22782,4.38753,Private room,50,1,8,2020-03-08,0.34,1,120
37529748,Deluxe Three Bedroom Apartment Center of Antwerp,165436938,Elisabeth,,Historisch Centrum,51.22563,4.40027,Entire home/apt,60,1,43,2019-12-30,1.85,45,298
37670055,"Zomer in Antwerpen, in dit charmante appartement",252312901,Jan & Tyra,,Zuid,51.20741,4.3909,Entire home/apt,81,2,28,2020-01-20,1.27,1,309
37716619,Rivierenhof flats 1,60219699,Eugene,,Deurne Zuid West,51.20857,4.46077,Entire home/apt,54,30,2,2020-04-16,0.12,34,261
37730967,Entire Floor with 2 bedrooms and private bathroom,4819472,Loes,,Brederode,51.20114,4.39709,Private room,60,1,5,2020-02-24,0.26,1,0
37735334,At home in Antwerp !,285249117,Erik,,Markgrave,51.1987,4.40232,Private room,65,2,1,2020-12-13,0.14,1,316
37774325,"Authentiek, stijlvol, warm en gezellig !",9342946,Tine,,Zurenborg,51.20654,4.42793,Private room,35,2,18,2020-01-07,0.77,1,363
37774768,piece unique in Antwerpen,35553150,Nelleke,,Zuid,51.2087,4.38405,Entire home/apt,125,1,19,2021-06-07,0.86,1,346
37792685,Stofwisseling Guesthouse,81237925,Ann,,Haringrode,51.20169,4.42374,Entire home/apt,95,2,24,2021-07-04,1.35,1,96
37857932,Newly renovated designer studio,5149824,Snezhana,,Groenenhoek,51.19755,4.43832,Entire home/apt,65,1,7,2020-02-07,0.32,1,364
37925930,Charming and bright apartment in trendy area,131019671,Hanane,,Zuid,51.21051,4.40054,Entire home/apt,75,5,11,2019-12-22,0.49,1,48
37930611,Cosy homefeeling apartment city of Antwerp+ view,182678477,Driss,,Theaterbuurt-Meir,51.21459,4.40841,Entire home/apt,82,1,32,2020-02-02,1.40,8,143
37941621,Cozy apartment close to Antwerp Central Station,43721100,Hannelore,,Centraal Station,51.21249,4.41856,Entire home/apt,90,2,9,2019-10-22,0.40,1,174
38017243,Heart of Antwerp 3,219813019,Chij Kumar,,Historisch Centrum,51.21801,4.40184,Entire home/apt,100,1,51,2021-07-03,2.27,3,331
38063333,Antwerp center,288843440,Abdallah,,Borgerhout Intra Muros Noord,51.21632,4.43046,Shared room,15,1,7,2020-02-22,0.31,2,78
38067907,Room in cosy house in Edegem,64663109,Michel,,Oosterveld - Elsdonk,51.16827,4.4217,Private room,25,1,5,2021-05-25,0.22,1,71
38080630,Deluxe Cathedral Duplex. Historic Center Antwerp,165436938,Elisabeth,,Historisch Centrum,51.221,4.40107,Entire home/apt,60,1,116,2021-06-28,5.29,45,295
38115282,*Staark,26399692,Micheline,,Eilandje,51.22765,4.40693,Entire home/apt,250,4,0,,,1,180
38126665,Kings and Queens Suite,15780894,Simon,,Universiteitsbuurt,51.22162,4.4064,Private room,45,1,92,2020-01-18,4.04,10,39
38149971,NOIR. RESIDENCE - City Center of Antwerp Lux. Loft,289860799,Gina,,Historisch Centrum,51.22269,4.40241,Entire home/apt,70,2,14,2020-03-09,0.64,1,0
38202647,Vintage appartment in lively though queit area,6028836,Eva,,Borgerhout Extra Muros,51.20254,4.44756,Entire home/apt,44,4,4,2019-10-13,0.18,1,18
38208119,Unique & historical loft in Antwerp Center,56506698,Erlend,,Theaterbuurt-Meir,51.21855,4.41064,Entire home/apt,75,2,14,2019-11-02,0.81,1,0
38208194,SP12 Suites - Studio in the Heart of Antwerp city,290326691,Charlotte,,Historisch Centrum,51.22553,4.40107,Entire home/apt,100,1,25,2021-07-10,1.17,1,162
38213256,"Groot, prachtig herenhuis vlakbij Berchem Station",13267012,Rob,,Haringrode,51.20384,4.42806,Entire home/apt,307,2,1,2020-02-06,0.06,1,365
